0.000000	0.000000	-3.000000	90.000000	
0.878411	2.565406	-4.727795	111.428575	
1.823053	3.219743	-5.204305	138.632681	
1.823294	3.220000	-5.648787	138.641102	
1.824594	3.221434	-6.092242	138.685042	
1.397153	2.841927	-6.828559	124.512191	
0.204998	2.403000	-6.391294	94.935352	
0.215816	2.404095	-7.270252	95.181078	
-0.461409	2.429613	-7.712503	80.503961	
-0.461715	2.429648	-8.152923	80.495670	
-1.065436	2.617648	-8.669444	65.899126	
-1.040127	2.606248	-9.333572	65.554343	
0.155767	2.400476	-9.814249	94.285713	
0.796897	2.533399	-9.040060	109.902934	
1.402944	2.846027	-8.595194	124.673665	
1.836666	3.234989	-7.712499	139.101198	
1.836759	3.235068	-8.152913	139.104586	
1.871112	3.274990	-9.408724	139.336597	
2.456475	4.880000	-9.814205	-180.000000	
2.454557	5.011625	-8.816620	-176.476293	
2.045168	6.252550	-9.186726	-147.013974	
1.634745	6.729150	-8.521065	-132.476969	
2.074002	6.208035	-8.077267	-147.245075	
2.333327	5.657934	-7.638991	-162.269678	
2.404229	4.365223	-7.269142	168.548610	
2.401119	4.350660	-6.533669	168.207055	
2.453851	5.024137	-5.796719	-177.170944	
2.453830	5.024192	-5.352324	-177.170670	
2.210168	5.959650	-4.866415	-154.237197	
2.059339	6.230995	-6.976580	-147.601825	
1.684596	6.682834	-6.534640	-133.062782	
1.683098	6.684335	-6.092604	-133.022240	
1.130361	7.080883	-5.648820	-118.290554	
0.570277	7.294592	-5.208492	-103.466662	
-0.583833	7.304009	-4.727770	-77.142852	
-1.767191	6.661848	-5.197456	-45.300174	
-1.307885	7.014872	-5.654141	-59.575872	
-1.311326	7.012740	-6.091625	-59.494976	
-0.687968	7.279458	-6.533367	-74.171848	
-0.100067	7.367037	-7.268720	-88.881161	
0.578523	7.292510	-7.712440	-103.667418	
-0.098989	7.367232	-8.154377	-88.886942	
-0.069664	7.367824	-8.814276	-88.604140	
0.478759	7.315574	-9.552243	-102.265399	
-1.998570	6.400343	-9.581227	-37.002855	
-1.808451	6.621150	-9.119344	-44.792528	
-1.776741	6.652906	-8.524347	-45.798809	
-1.750376	6.678425	-7.708296	-45.871224	
-1.781002	6.648773	-6.898270	-45.656117	
-2.419661	5.577035	-6.463126	-16.384908	
-2.501932	5.165321	-5.999443	-6.352605	
-2.502023	5.164580	-5.558301	-6.346144	
-2.496214	4.548631	-4.932162	7.073216	
-2.494916	4.541383	-6.829386	7.331573	
-2.419332	5.578135	-7.345668	-16.414331	
-2.348919	5.784831	-8.078813	-21.178564	
-2.511549	5.087226	-8.815118	-4.988933	
-2.495037	4.542134	-9.329912	7.315621	
-2.329619	3.930111	-8.373964	21.954744	
-2.345534	3.969585	-7.712208	21.952090	
-2.015375	3.380384	-7.271657	36.575205	
-2.016424	3.381744	-6.388873	36.539634	
-1.025604	2.599800	-6.829481	65.923825	
-1.050334	2.610826	-5.950606	65.301766	
-0.494311	2.435657	-5.501131	79.735329	
-1.074222	2.621282	-5.094069	64.689022	
0.000000	0.000000	-3.000000	90.000000	
